Sales,prev_sales,Store_sales_rating,store_visiblity,Road_connectivity,Prime_location,Seating_area,sqft_area,yr_establishment,Cus_rating,Type1,times,Type2,times,Type3,times,Type4,times,Type5,times,Comp_Score,Product_type,product_placement,Product_size,product_visiblity
732000,585600,5,0.586,1,0,0,2040,1954,9,-10,10,-8,1,-6,9,-4,9,-2,1,-0.666666667,1,2,7,0.194
732000,710040,5,0.586,2,0,0,2060,2010,9,-10,8,-8,7,-6,2,-4,1,-2,6,-0.546666667,3,10,3,0.196
732350,666438.5,6,0.639,2,0,0,2370,1986,9,-10,9,-8,3,-6,8,-4,1,-2,3,-0.573333333,10,6,6,0.227
732500,637275,5,0.503,2,0,0,2570,1988,9,-10,3,-8,0,-6,8,-4,9,-2,10,-0.446666667,1,6,6,0.247
732600,644688,5,0.535,1,0,0,1330,1963,7,-10,9,-8,6,-6,3,-4,7,-2,1,-0.62,7,3,8,0.123
733000,689020,5,0.553,2,0,0,2260,1989,9,-10,9,-8,2,-6,10,-4,2,-2,9,-0.64,5,4,9,0.216
733000,681690,4,0.465,1,0,0,1050,2000,9,-10,5,-8,7,-6,7,-4,6,-2,5,-0.606666667,6,5,3,0.095
733000,681690,6,0.674,2,0,0,3180,2003,9,-10,10,-8,10,-6,3,-4,3,-2,6,-0.74,10,3,8,0.308
733000,586400,6,0.658,1,0,0,1470,1977,9,-10,7,-8,6,-6,4,-4,3,-2,9,-0.573333333,2,9,3,0.137
733000,615720,5,0.509,2,0,0,1550,1994,9,-10,6,-8,0,-6,8,-4,8,-2,1,-0.473333333,4,3,3,0.145
733000,586400,5,0.536,1,0,0,1880,1962,9,-10,4,-8,2,-6,2,-4,1,-2,7,-0.286666667,7,3,1,0.178
733000,674360,6,0.652,2,0,0,2980,2005,9,-10,1,-8,3,-6,6,-4,2,-2,5,-0.293333333,1,8,2,0.288
733500,623475,5,0.511,2,0,0,2220,1974,8,-10,3,-8,7,-6,6,-4,9,-2,9,-0.586666667,1,2,4,0.212
734000,653260,4,0.402,2,0,0,2245,1980,8,-10,0,-8,8,-6,5,-4,6,-2,4,-0.42,9,8,3,0.2145
734000,601880,5,0.59,2,0,2,2440,1959,8,-10,10,-8,10,-6,5,-4,3,-2,7,-0.786666667,5,6,1,0.234
734000,631240,5,0.587,2,0,0,1790,1995,8,-10,7,-8,9,-6,4,-4,9,-2,8,-0.726666667,7,7,3,0.169
734000,711980,6,0.65,2,0,0,3590,1990,8,-10,0,-8,6,-6,8,-4,7,-2,5,-0.446666667,8,3,10,0.349
734000,675280,5,0.579,2,0,0,2280,2014,8,-10,2,-8,5,-6,10,-4,6,-2,1,-0.486666667,6,8,1,0.218
734000,689960,6,0.642,2,0,2,3070,2000,8,-10,9,-8,2,-6,7,-4,3,-2,0,-0.533333333,10,3,5,0.297
734200,638754,4,0.407,2,0,0,1780,1998,7,-10,2,-8,3,-6,4,-4,9,-2,6,-0.386666667,4,9,4,0.168
734500,705120,4,0.412,2,0,0,3380,2003,10,-10,1,-8,9,-6,2,-4,1,-2,6,-0.366666667,10,6,1,0.328
734950,632057,4,0.468,2,0,0,3150,2002,10,-10,2,-8,1,-6,10,-4,7,-2,5,-0.42,7,5,3,0.305
734990,712940.3,4,0.426,2,0,0,2750,2012,8,-10,5,-8,5,-6,8,-4,3,-2,7,-0.546666667,5,6,8,0.265
735000,595350,6,0.609,2,0,0,2150,2013,9,-10,0,-8,5,-6,4,-4,5,-2,0,-0.28,5,10,5,0.205
735000,646800,6,0.68,2,0,0,3200,2005,9,-10,5,-8,2,-6,3,-4,10,-2,4,-0.44,4,3,2,0.31
735000,705600,4,0.421,1,0,0,1440,1955,9,-10,2,-8,0,-6,6,-4,5,-2,4,-0.28,2,2,9,0.134
735000,676200,6,0.639,1,0,0,1440,1954,9,-10,8,-8,6,-6,9,-4,7,-2,2,-0.713333333,2,2,1,0.134
735000,690900,4,0.417,1,0,0,2140,1962,9,-10,0,-8,2,-6,7,-4,6,-2,4,-0.3,5,4,5,0.204
735000,720300,4,0.44,2,0,0,3490,2004,9,-10,6,-8,2,-6,1,-4,2,-2,3,-0.32,2,8,2,0.339
735000,588000,4,0.402,2,0,0,3060,1989,9,-10,6,-8,3,-6,7,-4,6,-2,7,-0.546666667,9,6,2,0.296
735000,624750,5,0.519,1,0,0,1980,1978,9,-10,2,-8,9,-6,6,-4,1,-2,4,-0.466666667,7,10,8,0.188
735000,610050,4,0.444,2,0,0,2920,2004,9,-10,2,-8,9,-6,3,-4,2,-2,1,-0.4,9,4,6,0.282
735000,639450,5,0.548,2,0,0,1560,1999,9,-10,8,-8,4,-6,8,-4,1,-2,10,-0.613333333,2,9,8,0.146
735000,720300,4,0.41,2,0,2,1710,1995,9,-10,4,-8,10,-6,10,-4,3,-2,2,-0.653333333,7,10,9,0.161
735000,705600,5,0.503,2,0,0,2640,1998,9,-10,2,-8,7,-6,4,-4,7,-2,7,-0.473333333,5,5,7,0.54
735000,705600,4,0.432,2,0,0,2490,1984,9,-10,9,-8,1,-6,8,-4,6,-2,5,-0.6,2,6,2,0.239
735000,698250,5,0.556,1,0,0,1350,1963,9,-10,7,-8,7,-6,6,-4,7,-2,8,-0.686666667,3,9,7,0.125
735000,602700,5,0.532,1,0,0,1610,1968,9,-10,1,-8,0,-6,2,-4,2,-2,5,-0.133333333,7,3,2,0.151
735000,610050,4,0.415,2,0,2,2550,2010,9,-10,10,-8,10,-6,4,-4,3,-2,1,-0.726666667,2,7,9,0.245
735000,712950,6,0.698,2,0,0,1550,1979,9,-10,7,-8,7,-6,1,-4,7,-2,7,-0.58,7,4,6,0.145
735000,639450,4,0.452,1,0,1,2350,1956,9,-10,1,-8,2,-6,5,-4,4,-2,6,-0.28,5,8,1,0.225
735000,588000,6,0.619,2,0,2,3140,1966,9,-10,9,-8,0,-6,6,-4,2,-2,10,-0.513333333,8,3,1,0.304
735000,610050,6,0.69,2,0,0,1740,1981,9,-10,0,-8,8,-6,7,-4,3,-2,1,-0.4,6,3,6,0.164
735000,639450,6,0.648,2,0,1,1920,2016,9,-10,1,-8,10,-6,1,-4,3,-2,0,-0.36,5,10,1,0.182
735000,654150,5,0.556,2,0,0,3370,1993,9,-10,6,-8,0,-6,0,-4,4,-2,7,-0.3,1,10,6,0.327
735000,588000,6,0.676,2,0,0,2160,2001,9,-10,8,-8,6,-6,1,-4,2,-2,2,-0.486666667,4,1,4,0.206
735000,654150,5,0.547,1,0,0,1120,2018,9,-10,6,-8,3,-6,2,-4,8,-2,2,-0.44,6,5,10,0.102
735000,617400,5,0.581,3,0,0,2570,2004,9,-10,1,-8,10,-6,4,-4,2,-2,0,-0.406666667,3,5,1,0.247
735000,705600,4,0.498,2,0,0,3200,1990,9,-10,2,-8,6,-6,3,-4,4,-2,4,-0.366666667,8,1,7,0.31
735000,683550,5,0.558,2,0,0,1750,1986,9,-10,7,-8,8,-6,8,-4,10,-2,8,-0.793333333,4,5,2,0.165
735000,624750,5,0.532,2,0,0,1140,2011,9,-10,0,-8,8,-6,1,-4,2,-2,7,-0.306666667,1,10,2,0.104
735000,690900,4,0.401,2,0,2,2600,2013,9,-10,6,-8,2,-6,4,-4,0,-2,0,-0.333333333,7,10,6,0.5
735000,602700,5,0.558,2,1,2,1830,2011,9,-10,3,-8,2,-6,0,-4,5,-2,4,-0.246666667,7,4,4,0.173
736000,684480,5,0.519,3,0,2,2080,1993,8,-10,10,-8,3,-6,4,-4,7,-2,6,-0.626666667,6,9,3,0.198
736000,669760,4,0.452,2,0,0,2390,1988,8,-10,10,-8,2,-6,10,-4,5,-2,2,-0.666666667,6,3,3,0.229
736000,610880,4,0.406,2,0,2,1640,1988,8,-10,1,-8,6,-6,8,-4,4,-2,9,-0.466666667,2,3,4,0.154
736000,603520,6,0.697,1,0,0,1200,2003,8,-10,5,-8,1,-6,6,-4,3,-2,8,-0.406666667,4,8,3,0.11
736500,640755,6,0.697,2,1,3,3280,2000,9,-10,7,-8,0,-6,8,-4,5,-2,4,-0.486666667,9,8,2,0.318
736500,699675,6,0.673,2,0,0,1390,1985,9,-10,7,-8,8,-6,3,-4,5,-2,6,-0.613333333,2,8,5,0.129
737000,663300,6,0.622,1,0,0,2390,2007,8,-10,3,-8,6,-6,5,-4,1,-2,8,-0.426666667,8,9,3,0.229
737000,619080,5,0.549,2,0,2,2400,1997,8,-10,8,-8,6,-6,6,-4,3,-2,1,-0.593333333,8,6,4,0.23
737500,590000,4,0.479,2,0,0,3300,1993,9,-10,3,-8,8,-6,4,-4,8,-2,4,-0.526666667,1,7,4,0.32
737500,634250,5,0.598,2,0,0,2420,2005,9,-10,5,-8,9,-6,8,-4,1,-2,7,-0.626666667,5,5,9,0.232
738000,627300,6,0.654,2,0,2,2070,1991,10,-10,3,-8,3,-6,2,-4,10,-2,6,-0.393333333,3,6,8,0.197
738000,642060,4,0.421,2,0,0,1620,2006,10,-10,7,-8,8,-6,1,-4,6,-2,1,-0.553333333,9,6,6,0.152
738000,671580,5,0.504,2,0,0,2270,2000,10,-10,3,-8,7,-6,3,-4,0,-2,7,-0.393333333,8,3,5,0.217
738000,605160,5,0.522,1,0,0,1380,1991,10,-10,0,-8,5,-6,9,-4,7,-2,8,-0.46,10,9,1,0.128
738000,627300,4,0.44,2,0,0,2730,2006,10,-10,5,-8,1,-6,9,-4,1,-2,1,-0.393333333,5,4,4,0.263
738000,590400,4,0.449,2,0,0,2720,1995,10,-10,10,-8,10,-6,2,-4,3,-2,4,-0.706666667,1,10,5,0.262
738500,679420,4,0.439,1,0,0,2400,2005,8,-10,5,-8,5,-6,5,-4,8,-2,0,-0.506666667,1,3,8,0.23
738520,612971.6,4,0.436,2,0,0,3460,2014,5,-10,5,-8,8,-6,6,-4,6,-2,5,-0.613333333,4,6,10,0.336
738950,709392,6,0.688,1,0,0,2360,1956,8,-10,5,-8,2,-6,2,-4,1,-2,1,-0.28,6,10,10,0.226
739000,672490,4,0.443,1,0,0,1800,1974,8,-10,4,-8,9,-6,5,-4,10,-2,4,-0.633333333,4,10,1,0.17
739000,694660,4,0.475,2,0,2,2700,1979,8,-10,1,-8,9,-6,8,-4,2,-2,7,-0.506666667,6,5,6,0.26
739000,665100,6,0.604,2,0,0,2660,1981,8,-10,7,-8,6,-6,2,-4,7,-2,0,-0.526666667,2,3,10,0.56
739000,628150,6,0.697,2,0,0,4100,1978,8,-10,5,-8,5,-6,6,-4,8,-2,6,-0.566666667,10,1,9,0.4
739000,657710,6,0.606,1,0,0,1720,1983,8,-10,10,-8,0,-6,0,-4,0,-2,9,-0.393333333,3,4,2,0.162
739000,591200,4,0.439,2,0,0,1400,1996,8,-10,1,-8,5,-6,8,-4,6,-2,1,-0.413333333,2,5,2,0.13
739000,598590,5,0.572,2,0,0,2880,2002,8,-10,7,-8,4,-6,5,-4,8,-2,3,-0.566666667,7,2,5,0.278
739000,716830,4,0.418,2,0,0,2900,1999,8,-10,6,-8,7,-6,4,-4,8,-2,0,-0.573333333,5,10,8,0.28
739000,679880,5,0.542,2,0,0,1900,1989,8,-10,8,-8,0,-6,7,-4,9,-2,10,-0.593333333,2,5,6,0.18
739000,687270,5,0.549,2,0,0,3050,2003,8,-10,7,-8,3,-6,6,-4,10,-2,0,-0.566666667,9,8,3,0.295
739000,687270,4,0.485,1,0,3,2410,2010,8,-10,3,-8,8,-6,6,-4,1,-2,7,-0.493333333,8,7,4,0.231
739000,716830,6,0.633,2,0,0,2910,2005,8,-10,0,-8,9,-6,0,-4,2,-2,10,-0.333333333,6,3,6,0.281
739380,635866.8,6,0.659,2,0,0,2240,1976,5,-10,6,-8,5,-6,6,-4,2,-2,3,-0.5,9,10,8,0.214
739500,591600,4,0.413,2,0,0,4560,2005,9,-10,8,-8,1,-6,1,-4,2,-2,3,-0.36,10,7,1,0.446
739890,725092.2,6,0.692,2,0,4,1790,1989,3,-10,9,-8,5,-6,8,-4,3,-2,5,-0.666666667,4,7,9,0.169
739900,695506,4,0.434,2,0,0,3080,2006,9,-10,5,-8,6,-6,3,-4,10,-2,2,-0.533333333,5,8,6,0.298
739900,591920,4,0.448,2,0,0,3390,2004,9,-10,5,-8,3,-6,10,-4,9,-2,9,-0.626666667,3,8,8,0.329
740000,666000,5,0.513,2,0,0,2150,1992,9,-10,9,-8,2,-6,4,-4,2,-2,9,-0.52,4,7,2,0.205
740000,680800,6,0.667,1,0,0,2200,1995,9,-10,7,-8,2,-6,4,-4,10,-2,10,-0.566666667,10,7,7,0.21
740000,710400,5,0.596,2,0,0,3100,1995,9,-10,6,-8,2,-6,9,-4,4,-2,10,-0.553333333,7,8,5,0.3
740000,599400,4,0.466,1,0,0,2270,2008,9,-10,3,-8,9,-6,6,-4,4,-2,3,-0.533333333,4,6,9,0.217
740000,614200,6,0.635,1,0,2,4590,1984,9,-10,7,-8,8,-6,10,-4,9,-2,3,-0.786666667,9,1,3,0.449
740000,621600,4,0.432,1,0,0,2274,1955,9,-10,7,-8,0,-6,4,-4,9,-2,9,-0.493333333,3,1,2,0.2174
740000,621600,6,0.634,2,0,0,3100,1995,9,-10,6,-8,2,-6,5,-4,7,-2,10,-0.513333333,9,5,6,0.3
740000,599400,5,0.507,1,0,0,1180,1993,9,-10,1,-8,2,-6,5,-4,0,-2,6,-0.226666667,5,9,1,0.108
740000,688200,4,0.413,1,0,0,1670,1959,9,-10,0,-8,5,-6,6,-4,3,-2,7,-0.34,5,2,5,0.157
740000,636400,6,0.687,2,0,0,3050,1998,9,-10,5,-8,5,-6,10,-4,6,-2,0,-0.58,3,5,2,0.295
740000,703000,6,0.697,2,0,0,1330,1997,9,-10,7,-8,6,-6,6,-4,9,-2,10,-0.7,6,10,4,0.123
740000,703000,6,0.618,1,0,0,2120,1961,9,-10,10,-8,6,-6,10,-4,5,-2,6,-0.8,6,7,7,0.202
740000,621600,5,0.514,2,0,0,3130,1992,9,-10,9,-8,7,-6,5,-4,6,-2,0,-0.666666667,2,5,7,0.303
740000,629000,5,0.567,2,0,0,1630,2002,9,-10,9,-8,6,-6,7,-4,3,-2,8,-0.693333333,3,1,7,0.153
740000,592000,4,0.441,2,0,0,3450,1999,9,-10,4,-8,1,-6,0,-4,1,-2,2,-0.186666667,8,5,7,0.335
740000,680800,5,0.542,2,0,0,1730,1997,9,-10,9,-8,4,-6,6,-4,7,-2,4,-0.646666667,6,4,9,0.163
740000,725200,4,0.406,1,0,0,1580,1959,9,-10,0,-8,7,-6,7,-4,6,-2,9,-0.466666667,3,9,2,0.148
740000,673400,5,0.581,1,0,0,1030,1950,9,-10,4,-8,10,-6,6,-4,4,-2,2,-0.586666667,6,8,4,0.093
740000,629000,5,0.56,2,0,3,2290,1979,9,-10,9,-8,10,-6,2,-4,0,-2,7,-0.653333333,8,4,8,0.219
740000,688200,6,0.674,2,1,2,1590,1979,9,-10,6,-8,2,-6,1,-4,0,-2,2,-0.286666667,8,7,10,0.149
740000,658600,5,0.554,2,0,0,2110,1972,9,-10,8,-8,4,-6,10,-4,0,-2,2,-0.586666667,6,3,3,0.201
740000,629000,4,0.474,2,0,0,2290,2001,9,-10,3,-8,1,-6,3,-4,7,-2,10,-0.346666667,3,6,3,0.219
740000,673400,6,0.646,1,0,0,1830,1977,9,-10,6,-8,9,-6,8,-4,4,-2,8,-0.706666667,6,7,3,0.173
740000,695600,5,0.581,2,0,0,3460,1997,9,-10,5,-8,3,-6,0,-4,8,-2,9,-0.413333333,10,8,8,0.336
740000,717800,5,0.592,2,0,0,3450,2004,9,-10,1,-8,1,-6,5,-4,9,-2,3,-0.3,1,4,10,0.335
740000,680800,4,0.437,1,0,0,1740,1977,9,-10,2,-8,3,-6,1,-4,6,-2,7,-0.293333333,9,5,6,0.164
740000,614200,4,0.416,2,0,0,2600,1992,9,-10,3,-8,8,-6,4,-4,0,-2,5,-0.426666667,4,6,4,0.5
740000,717800,6,0.604,2,0,0,3190,2007,9,-10,5,-8,7,-6,4,-4,8,-2,0,-0.54,4,3,10,0.309
740000,606800,4,0.466,2,0,0,3530,2000,9,-10,4,-8,0,-6,6,-4,10,-2,2,-0.4,7,10,8,0.343
740000,673400,5,0.561,2,1,2,3060,1978,9,-10,3,-8,3,-6,3,-4,1,-2,7,-0.3,6,5,5,0.296
740000,725200,6,0.679,2,0,2,1910,1998,9,-10,8,-8,4,-6,1,-4,3,-2,0,-0.433333333,8,10,8,0.181
740000,703000,5,0.588,2,0,0,1930,1988,9,-10,10,-8,9,-6,10,-4,8,-2,2,-0.893333333,1,2,10,0.183
740000,636400,6,0.667,2,0,0,3160,2007,9,-10,8,-8,2,-6,4,-4,10,-2,0,-0.533333333,10,6,9,0.306
740000,717800,6,0.641,2,0,0,3010,2004,9,-10,6,-8,6,-6,5,-4,10,-2,0,-0.593333333,3,6,5,0.291
740000,695600,5,0.529,2,0,2,2100,1978,9,-10,8,-8,10,-6,4,-4,7,-2,9,-0.766666667,2,8,1,0.2
740000,643800,6,0.661,2,0,0,3020,1998,9,-10,1,-8,0,-6,5,-4,3,-2,10,-0.24,2,8,1,0.292
740000,621600,6,0.63,1,0,0,1450,1980,9,-10,0,-8,9,-6,7,-4,3,-2,5,-0.453333333,2,1,10,0.135
740000,725200,4,0.432,2,0,0,1920,1977,9,-10,5,-8,10,-6,1,-4,7,-2,7,-0.593333333,10,2,7,0.182
740000,592000,5,0.542,1,1,2,1700,1961,9,-10,4,-8,1,-6,8,-4,0,-2,3,-0.34,10,4,3,0.16
740000,614200,5,0.595,2,0,0,3150,2014,9,-10,6,-8,2,-6,1,-4,8,-2,0,-0.38,8,8,2,0.305
740000,717800,4,0.422,2,0,0,3150,2007,9,-10,8,-8,8,-6,7,-4,5,-2,4,-0.713333333,10,3,4,0.305
740000,621600,4,0.469,2,0,0,2450,2013,9,-10,5,-8,0,-6,0,-4,6,-2,1,-0.253333333,3,4,4,0.235
740500,718285,5,0.512,2,0,0,2880,1970,8,-10,3,-8,6,-6,6,-4,9,-2,8,-0.553333333,5,3,7,0.278
741000,681720,5,0.531,1,0,0,1490,1962,7,-10,10,-8,7,-6,4,-4,10,-2,0,-0.733333333,4,7,7,0.139
741500,659935,6,0.685,1,0,0,2250,2010,8,-10,1,-8,5,-6,10,-4,10,-2,4,-0.526666667,6,3,1,0.215
742000,660380,6,0.654,2,0,0,2910,1997,10,-10,2,-8,4,-6,1,-4,10,-2,8,-0.38,1,2,4,0.281
742000,652960,6,0.664,3,0,0,1640,2011,10,-10,7,-8,5,-6,10,-4,2,-2,3,-0.613333333,10,6,2,0.154
742500,720225,5,0.516,2,0,0,2720,2004,9,-10,9,-8,4,-6,9,-4,9,-2,0,-0.706666667,9,3,4,0.262
742500,690525,4,0.428,2,0,0,2100,1989,9,-10,5,-8,1,-6,8,-4,4,-2,1,-0.413333333,4,5,7,0.2
742500,645975,6,0.637,1,0,0,1450,1952,9,-10,5,-8,5,-6,2,-4,1,-2,9,-0.413333333,5,4,2,0.135
743000,653840,6,0.655,1,0,0,2210,1961,8,-10,10,-8,7,-6,7,-4,5,-2,9,-0.786666667,2,7,10,0.211
743000,624120,4,0.485,2,0,0,3510,2012,8,-10,10,-8,1,-6,1,-4,5,-2,4,-0.473333333,7,8,1,0.341
743700,647019,5,0.57,2,0,0,2710,1988,10,-10,5,-8,2,-6,1,-4,1,-2,1,-0.26,9,4,3,0.261
744000,684480,4,0.408,2,0,0,2770,1986,8,-10,1,-8,1,-6,5,-4,7,-2,8,-0.306666667,4,4,3,0.267
744000,721680,6,0.646,2,0,0,2300,2004,8,-10,0,-8,0,-6,7,-4,3,-2,2,-0.193333333,3,9,6,0.22
744000,639840,6,0.627,3,0,0,2080,2011,8,-10,8,-8,9,-6,7,-4,2,-2,9,-0.733333333,1,8,8,0.198
744000,684480,5,0.52,2,0,0,2120,1981,8,-10,9,-8,3,-6,4,-4,10,-2,0,-0.593333333,10,5,7,0.202
744000,617520,6,0.68,2,0,0,2930,1998,8,-10,7,-8,4,-6,7,-4,6,-2,2,-0.573333333,2,1,2,0.283
744500,647715,4,0.477,1,0,0,1850,1967,8,-10,7,-8,9,-6,9,-4,7,-2,10,-0.813333333,10,6,3,0.175
745000,610900,6,0.656,1,0,0,1590,1960,7,-10,1,-8,7,-6,5,-4,0,-2,8,-0.373333333,1,5,6,0.149
745000,707750,5,0.568,1,0,0,2270,2007,7,-10,1,-8,8,-6,0,-4,0,-2,3,-0.266666667,5,8,8,0.217
745000,677950,4,0.416,2,0,3,2500,1981,7,-10,3,-8,1,-6,10,-4,7,-2,7,-0.466666667,1,4,5,0.24
745000,730100,4,0.407,2,0,0,2750,1994,7,-10,9,-8,3,-6,4,-4,6,-2,5,-0.573333333,9,4,6,0.265
745000,610900,6,0.62,1,0,0,1490,1951,7,-10,6,-8,7,-6,6,-4,8,-2,4,-0.64,2,5,6,0.139
745000,648150,6,0.695,2,0,0,2860,1989,7,-10,10,-8,3,-6,10,-4,6,-2,2,-0.706666667,3,5,7,0.276
745000,618350,7,0.7,1,0,0,2090,1972,7,-10,0,-8,4,-6,7,-4,6,-2,5,-0.36,9,6,5,0.199
745000,730100,5,0.589,1,0,0,1240,2017,7,-10,5,-8,0,-6,10,-4,3,-2,8,-0.46,7,9,1,0.114
745000,707750,5,0.588,2,0,0,3590,2006,7,-10,4,-8,6,-6,2,-4,0,-2,5,-0.366666667,5,4,1,0.349
745000,670500,6,0.618,1,0,0,1870,1995,7,-10,1,-8,7,-6,6,-4,4,-2,5,-0.426666667,9,6,8,0.177
745000,610900,6,0.618,2,0,0,2390,1972,7,-10,10,-8,0,-6,5,-4,4,-2,1,-0.493333333,10,9,6,0.229
745000,640700,5,0.544,1,0,0,1060,1992,7,-10,9,-8,6,-6,7,-4,6,-2,7,-0.726666667,7,1,6,0.096
745000,618350,6,0.64,1,0,0,1990,1970,7,-10,6,-8,3,-6,6,-4,0,-2,1,-0.406666667,8,8,1,0.189
745000,655600,6,0.672,2,0,0,2910,1995,7,-10,2,-8,2,-6,3,-4,4,-2,0,-0.233333333,7,5,8,0.281
745000,692850,4,0.489,2,0,0,3230,1990,7,-10,5,-8,5,-6,4,-4,3,-2,1,-0.426666667,1,8,5,0.313
745000,677950,6,0.608,2,0,0,2150,1959,7,-10,9,-8,10,-6,6,-4,4,-2,2,-0.753333333,1,2,10,0.205
745000,633250,5,0.535,2,0,0,2170,1979,7,-10,7,-8,0,-6,10,-4,8,-2,4,-0.566666667,4,4,3,0.207
745000,625800,5,0.591,2,0,0,4060,1975,7,-10,8,-8,0,-6,3,-4,1,-2,0,-0.34,9,9,8,0.396
745000,730100,5,0.561,2,0,0,3270,2012,7,-10,1,-8,10,-6,9,-4,9,-2,5,-0.633333333,8,9,5,0.317
745000,618350,6,0.646,2,0,0,3290,2006,7,-10,4,-8,4,-6,6,-4,5,-2,4,-0.453333333,3,1,5,0.319
745640,611424.8,5,0.539,2,0,0,2540,2013,4,-10,7,-8,10,-6,6,-4,10,-2,10,-0.82,10,10,5,0.244
746000,663940,4,0.444,2,0,0,2210,1966,8,-10,1,-8,1,-6,4,-4,7,-2,1,-0.24,1,3,7,0.211
746000,731080,4,0.47,1,0,0,1750,1973,8,-10,3,-8,7,-6,9,-4,4,-2,0,-0.52,4,7,1,0.165
746000,716160,6,0.614,2,0,0,2720,1992,8,-10,5,-8,4,-6,4,-4,3,-2,4,-0.42,6,10,6,0.262
746000,626640,5,0.586,1,0,0,1200,1952,8,-10,0,-8,3,-6,3,-4,4,-2,7,-0.24,7,2,7,0.11
746300,664207,6,0.606,1,0,2,1240,1964,9,-10,0,-8,9,-6,8,-4,7,-2,10,-0.56,1,4,9,0.114
746500,634525,4,0.441,2,0,0,3560,1987,10,-10,2,-8,7,-6,4,-4,0,-2,3,-0.353333333,5,4,4,0.346
747000,687240,6,0.616,1,0,0,1380,1981,7,-10,6,-8,7,-6,0,-4,3,-2,10,-0.493333333,6,2,10,0.128
747000,649890,5,0.558,2,0,0,1810,1990,7,-10,4,-8,0,-6,2,-4,0,-2,7,-0.22,3,5,7,0.171
747000,634950,6,0.625,1,0,0,1090,1981,7,-10,10,-8,2,-6,8,-4,5,-2,2,-0.626666667,4,9,4,0.099
747450,620383.5,4,0.459,2,0,0,1510,2014,8,-10,0,-8,3,-6,9,-4,5,-2,1,-0.333333333,8,3,5,0.141
747500,695175,4,0.425,2,0,0,2450,1977,9,-10,3,-8,4,-6,0,-4,5,-2,8,-0.326666667,9,3,10,0.235
747500,657800,4,0.495,2,0,0,2910,1993,9,-10,10,-8,10,-6,9,-4,6,-2,6,-0.9,6,1,8,0.281
748000,680680,6,0.647,2,0,0,2070,2001,8,-10,2,-8,4,-6,5,-4,9,-2,6,-0.433333333,8,9,8,0.197
748000,725560,6,0.633,1,0,0,1400,2004,8,-10,2,-8,4,-6,6,-4,3,-2,10,-0.4,8,10,4,0.13
748000,620840,5,0.508,2,0,0,3320,2004,8,-10,9,-8,9,-6,5,-4,8,-2,9,-0.806666667,7,8,3,0.322
748000,710600,4,0.499,2,0,0,2670,1995,8,-10,1,-8,1,-6,2,-4,0,-2,4,-0.126666667,10,7,4,0.57
749000,719040,4,0.457,1,0,0,1540,1976,9,-10,4,-8,7,-6,6,-4,2,-2,2,-0.48,2,2,7,0.144
749000,734020,5,0.57,2,0,0,3030,1998,9,-10,10,-8,8,-6,5,-4,2,-2,5,-0.706666667,1,1,5,0.293
749000,606690,6,0.628,1,0,2,1120,1959,9,-10,2,-8,9,-6,5,-4,5,-2,8,-0.526666667,6,3,8,0.102
749000,644140,4,0.423,2,0,0,3480,1965,9,-10,4,-8,7,-6,10,-4,0,-2,1,-0.526666667,5,1,1,0.338
749000,696570,6,0.619,2,0,0,2770,1987,9,-10,10,-8,3,-6,8,-4,5,-2,3,-0.66,9,3,7,0.267
749000,734020,4,0.497,2,0,0,2230,1990,9,-10,7,-8,6,-6,9,-4,2,-2,2,-0.613333333,6,6,2,0.213
749000,719040,5,0.56,2,0,0,1680,1996,9,-10,6,-8,3,-6,7,-4,2,-2,5,-0.48,7,10,7,0.158
749000,726530,6,0.68,2,0,0,2920,2008,9,-10,4,-8,3,-6,8,-4,4,-2,1,-0.433333333,3,5,6,0.282
749000,734020,5,0.501,2,0,0,2200,1980,9,-10,0,-8,8,-6,5,-4,10,-2,2,-0.46,4,9,10,0.21
749400,651978,4,0.434,2,0,0,3340,1985,10,-10,9,-8,7,-6,3,-4,1,-2,2,-0.573333333,2,10,3,0.324
749500,697035,6,0.696,2,0,0,1710,1992,7,-10,8,-8,8,-6,8,-4,5,-2,5,-0.74,3,5,8,0.161
749500,697035,4,0.479,2,0,0,2540,1987,7,-10,5,-8,6,-6,8,-4,7,-2,9,-0.64,2,5,5,0.244
749700,614754,6,0.632,1,0,0,1560,1977,8,-10,2,-8,2,-6,2,-4,9,-2,4,-0.306666667,2,10,2,0.146
749950,667455.5,5,0.52,1,0,0,2310,1957,9,-10,8,-8,7,-6,7,-4,8,-2,10,-0.766666667,8,7,1,0.221
749950,734951,5,0.502,1,0,0,1100,2011,9,-10,9,-8,10,-6,1,-4,7,-2,10,-0.746666667,1,3,8,0.1
749950,644957,4,0.428,2,0,0,3210,1983,9,-10,3,-8,1,-6,2,-4,3,-2,2,-0.22,3,10,7,0.311
749950,667455.5,4,0.423,2,0,0,3440,2005,9,-10,8,-8,9,-6,5,-4,10,-2,0,-0.74,6,5,6,0.334
749950,674955,7,0.7,2,0,0,2060,2019,9,-10,1,-8,2,-6,5,-4,1,-2,1,-0.206666667,8,9,7,0.196
749950,629958,6,0.609,2,0,0,2720,1990,9,-10,1,-8,1,-6,3,-4,2,-2,7,-0.193333333,5,5,5,0.262
749950,719952,4,0.496,2,1,2,2180,2008,9,-10,0,-8,10,-6,3,-4,2,-2,7,-0.4,6,6,1,0.208
